function_id,architecture,record,runtime_address,file_offset,size,name,callers,callees,parameters,return_value,side_effects,confidence,sources,name_evidence,size_evidence,unresolved_reason
main-sparc:0x00121D48,SPARC-V8-BE32,5,0x00121D48,0x0014FD48,0x3C,UNRESOLVED,0x00198D38,0x00163538 0x00163554,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=2); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x3C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121D84,SPARC-V8-BE32,5,0x00121D84,0x0014FD84,0x20,UNRESOLVED,0x00198D38 0x0019A710 0x001A77B8,0x0016B69C 0x0016B6D4,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x20,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121DA4,SPARC-V8-BE32,5,0x00121DA4,0x0014FDA4,0x38,UNRESOLVED,0x00198D38 0x0019A710 0x001A77B8,0x001365EC 0x0016B69C 0x0016B6B8,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x38,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121DC4,SPARC-V8-BE32,5,0x00121DC4,0x0014FDC4,UNRESOLVED,UNRESOLVED,0x00198D38,0x001365EC,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x00121DDC,SPARC-V8-BE32,5,0x00121DDC,0x0014FDDC,0x8,UNRESOLVED,0x00198D38 0x001A7D00,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121DE4,SPARC-V8-BE32,5,0x00121DE4,0x0014FDE4,0x8,UNRESOLVED,0x00198D38 0x001A7D00,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121DEC,SPARC-V8-BE32,5,0x00121DEC,0x0014FDEC,0x110,UNRESOLVED,0x00198D38 0x001A77B8,0x001A602C 0x001E5650 0x001E6648 0x001E6C68 0x001E6CCC,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=3,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x110,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121EFC,SPARC-V8-BE32,5,0x00121EFC,0x0014FEFC,0x8,nullsub_59,0x00198D38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121F04,SPARC-V8-BE32,5,0x00121F04,0x0014FF04,0x8,nullsub_54,0x00197E94 0x00198D38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121F0C,SPARC-V8-BE32,5,0x00121F0C,0x0014FF0C,0x8,nullsub_58,0x00198D38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121F14,SPARC-V8-BE32,5,0x00121F14,0x0014FF14,0x8,nullsub_55,0x00197E94 0x00198D38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121F1C,SPARC-V8-BE32,5,0x00121F1C,0x0014FF1C,0x8,nullsub_56,0x00197E94 0x00198D38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121F24,SPARC-V8-BE32,5,0x00121F24,0x0014FF24,0x8,nullsub_57,0x00197E94 0x00198D38,0x00123EC4,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121F3C,SPARC-V8-BE32,5,0x00121F3C,0x0014FF3C,0x40,UNRESOLVED,0x00183D94 0x00198D38 0x001A7334 0x001A89A0 0x001A8B1C,0x00141FD8 0x0014201C 0x001739C0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x40,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121F64,SPARC-V8-BE32,5,0x00121F64,0x0014FF64,UNRESOLVED,UNRESOLVED,0x00183D94 0x00198D38,0x001739C0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x00121F7C,SPARC-V8-BE32,5,0x00121F7C,0x0014FF7C,0x10,UNRESOLVED,0x001A7334,0x00142128,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x10,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121F8C,SPARC-V8-BE32,5,0x00121F8C,0x0014FF8C,0x8,nullsub_27,0x001A7334,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121F94,SPARC-V8-BE32,5,0x00121F94,0x0014FF94,0x8,nullsub_52,0x001AC5DC,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121F9C,SPARC-V8-BE32,5,0x00121F9C,0x0014FF9C,0x6C,UNRESOLVED,0x001A7D00,0x001821E4 0x001821EC 0x001E5650 0x001E659C 0x001E6648 0x001E6CCC,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x6C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00122008,SPARC-V8-BE32,5,0x00122008,0x00150008,0x8,nullsub_53,0x001AC664,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00122010,SPARC-V8-BE32,5,0x00122010,0x00150010,0x7C,UNRESOLVED,0x0019A710 0x001A974C 0x001A9778,0x00127854 0x0012DFEC 0x0012E6C4 0x0012EA0C 0x001379AC,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x7C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012208C,SPARC-V8-BE32,5,0x0012208C,0x0015008C,0x8,nullsub_28,0x001A974C 0x001A9794,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00122094,SPARC-V8-BE32,5,0x00122094,0x00150094,0x2C,UNRESOLVED,NONE_RECOVERED,0x00171D94,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x2C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001220C0,SPARC-V8-BE32,5,0x001220C0,0x001500C0,0x2C,UNRESOLVED,NONE_RECOVERED,0x00171D94,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x2C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001220EC,SPARC-V8-BE32,5,0x001220EC,0x001500EC,0x2C,UNRESOLVED,NONE_RECOVERED,0x00171D94,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x2C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00122118,SPARC-V8-BE32,5,0x00122118,0x00150118,0x8,nullsub_29,0x001ABF98 0x001ABFB4 0x001AC1F8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00122128,SPARC-V8-BE32,5,0x00122128,0x00150128,0xBC,UNRESOLVED,0x00122218 0x00122230 0x001AF5C8 0x001AF72C,0x001226CC 0x0016C400 0x0016F264,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xBC,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001221E4,SPARC-V8-BE32,5,0x001221E4,0x001501E4,0x14,UNRESOLVED,0x0018DC30 0x001AF6D0 0x001AF72C 0x001AF9E4,0x0016F358 0x0016F3B8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001221F8,SPARC-V8-BE32,5,0x001221F8,0x001501F8,0x20,UNRESOLVED,0x001AF580 0x001AF72C 0x001AF9E4 0x001AFC68,0x00117B18 0x00117B2C 0x0016F358 0x0016F3B8 0x001B5CE4,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x20,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00122218,SPARC-V8-BE32,5,0x00122218,0x00150218,0x94,UNRESOLVED,0x00124344 0x00193AA8 0x001A0A24 0x001AF538 0x001AF9E4 0x001AFC68 0x001B0500,0x00117B18 0x00122128 0x0016F358 0x0016F3B8 0x001739D8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x94,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00122230,SPARC-V8-BE32,5,0x00122230,0x00150230,UNRESOLVED,UNRESOLVED,0x00193C08 0x001AFC68,0x00122128,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,medium,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x00122240,SPARC-V8-BE32,5,0x00122240,0x00150240,UNRESOLVED,UNRESOLVED,0x001A0A24,0x001739D8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x001226CC,SPARC-V8-BE32,5,0x001226CC,0x001506CC,0x44,UNRESOLVED,0x0011D9B8 0x0011DBEC 0x0011DBFC 0x0011DC60 0x0011DCB0 0x0011DD50 0x0011DDA4 0x0011DED8 0x0011DEE8 0x0011DF3C 0x0011DF90 0x0011DFE4 0x0011E038 0x0011E0A8 0x0011E11C 0x0011E20C 0x0011EBCC 0x00121050 0x001210B4 0x00121288 0x001212DC 0x001214F4 0x00121578 0x00121600 0x00121704 0x00121768 0x00122128 0x00197BD4 0x001981C8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x44,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00122710,SPARC-V8-BE32,5,0x00122710,0x00150710,UNRESOLVED,UNRESOLVED,0x001981C8,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=5,store=0); see function_memory_effects.csv",high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x001227F4,SPARC-V8-BE32,5,0x001227F4,0x001507F4,0x48,UNRESOLVED,0x001021DC 0x00116498 0x00164368 0x00176130 0x001981C8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x48,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012283C,SPARC-V8-BE32,5,0x0012283C,0x0015083C,UNRESOLVED,UNRESOLVED,0x001251E4 0x001B0338 0x001B0500,0x00127854 0x0016C508 0x001721F8,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=3,store=2); see function_memory_effects.csv",high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x001229F8,SPARC-V8-BE32,5,0x001229F8,0x001509F8,0x17C,SecHalScaler_SetInputSource,0x0011E808 0x001B0338 0x001B0500,0x00127854 0x0016C508 0x0017089C,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=4,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8828,IDA=0x17C,parameter ABI not validated; return semantics not validated
main-sparc:0x00122B74,SPARC-V8-BE32,5,0x00122B74,0x00150B74,0xEC,SecHalScaler_UpdateInputWidthInfo_CallBack,0x00123EF0,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8848,IDA=0xEC,parameter ABI not validated; return semantics not validated
main-sparc:0x00122C60,SPARC-V8-BE32,5,0x00122C60,0x00150C60,0x88,SecHalScaler_UpdateInputHeightInfo_CallBack,0x00123EF0,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8878,IDA=0x88,parameter ABI not validated; return semantics not validated
main-sparc:0x00122CE8,SPARC-V8-BE32,5,0x00122CE8,0x00150CE8,0x88,SecHalScaler_UpdateInputHfreqInfo_CallBack,0x00123EF0,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F88A8,IDA=0x88,parameter ABI not validated; return semantics not validated
main-sparc:0x00122D70,SPARC-V8-BE32,5,0x00122D70,0x00150D70,0x88,SecHalScaler_UpdateInputVfreqInfo_CallBack,0x00123EF0,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F88D8,IDA=0x88,parameter ABI not validated; return semantics not validated
main-sparc:0x00122DF8,SPARC-V8-BE32,5,0x00122DF8,0x00150DF8,0x88,SecHalScaler_UpdateInputInterlaceInfo_CallBack,0x00123EF0,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8908,IDA=0x88,parameter ABI not validated; return semantics not validated
main-sparc:0x00122E80,SPARC-V8-BE32,5,0x00122E80,0x00150E80,0x88,SecHalScaler_UpdateInputVRRInfo_CallBack,0x00123EF0,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8938,IDA=0x88,parameter ABI not validated; return semantics not validated
main-sparc:0x00122F08,SPARC-V8-BE32,5,0x00122F08,0x00150F08,0x108,SecHalScaler_GetVendorSrcIndexBySecSrcName,0x00197BD4 0x001981C8 0x001AFDD0 0x001AFE84 0x001B2254,0x00127854 0x0016A144 0x0016A19C 0x0016C4E0 0x0016C508,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=5,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F87F8,IDA=0x108,parameter ABI not validated; return semantics not validated
main-sparc:0x00123010,SPARC-V8-BE32,5,0x00123010,0x00151010,0x108,SecHalScaler_GetVendorSrcIndexBySecSrcName,0x001AFDE8,0x00127854 0x0016A174 0x0016A19C 0x0016C4E0 0x0016C508,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=5,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F87F8,IDA=0x108,parameter ABI not validated; return semantics not validated
main-sparc:0x00123118,SPARC-V8-BE32,5,0x00123118,0x00151118,0x84,UNRESOLVED,0x0018B5D8 0x00197BD4 0x001981C8,0x0011D9B0 0x0014AE8C 0x0016B534,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x84,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012319C,SPARC-V8-BE32,5,0x0012319C,0x0015119C,0x138,SecHalScaler_GetVendorSrcIndexBySecSrcName,0x001981C8 0x001B23E0 0x001B24E4,0x00127854 0x00152F94 0x0016C4E0 0x0016C508 0x00177F50,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=4,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F87F8,IDA=0x138,parameter ABI not validated; return semantics not validated
main-sparc:0x001232D4,SPARC-V8-BE32,5,0x001232D4,0x001512D4,0x98,UNRESOLVED,0x00197BD4 0x001981C8 0x001B24D4,0x0011D9B0 0x0016B534,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x98,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012336C,SPARC-V8-BE32,5,0x0012336C,0x0015136C,0xD4,SecHalScaler_GetSourceNameByDPMSCablePlugInfo,0x001B2310,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=3,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8968,IDA=0xD4,parameter ABI not validated; return semantics not validated
main-sparc:0x00123440,SPARC-V8-BE32,5,0x00123440,0x00151440,0x1C,UNRESOLVED,0x001A88C8,0x0014A914,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x1C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012345C,SPARC-V8-BE32,5,0x0012345C,0x0015145C,0x100,SecHalScaler_GetVendorSrcIndexBySecSrcName,0x00183694 0x001836B4 0x001836D4 0x00183A9C 0x00183AB4 0x00183E74 0x00197BD4 0x001981C8,0x00127854 0x0016C19C 0x0016C4E0 0x0016C508,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=5,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F87F8,IDA=0x100,parameter ABI not validated; return semantics not validated
main-sparc:0x0012355C,SPARC-V8-BE32,5,0x0012355C,0x0015155C,0xC4,UNRESOLVED,0x00121BD8 0x0018B5BC 0x00197BD4 0x001981C8,0x0011D9B0 0x0014A0D8 0x0016B534,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xC4,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00123620,SPARC-V8-BE32,5,0x00123620,0x00151620,0x17C,SecHalScaler_UpdateSyncState_CallBack,0x00176130 0x00195C20 0x001981C8,0x0011D9B0 0x00127854 0x0018F0AC,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=8,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8998,IDA=0x17C,parameter ABI not validated; return semantics not validated
main-sparc:0x0012379C,SPARC-V8-BE32,5,0x0012379C,0x0015179C,0x48,UNRESOLVED,0x0018BE40 0x0018BEEC 0x001981C8 0x001B0500,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=3); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x48,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001237E4,SPARC-V8-BE32,5,0x001237E4,0x001517E4,0x54,UNRESOLVED,0x00184468 0x001844D0 0x001981C8 0x001AA52C 0x001AA5C0 0x001AA9E4 0x001AAB6C 0x001AAF38 0x001AB1CC 0x001ABFB4 0x001AC418 0x001AC6D0,0x00172FA8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x54,semantic name unavailable; parameter ABI not validated; return semantics not validated
